url,length_url,google_index,nb_hyperlinks,nb_subdomains,domain_age,length_words_raw,char_repeat,ratio_extHyperlinks,status
http://www.mgn.ru/,18,0,93,2,8067,2,3,0.139784946,legitimate
https://www.w3schools.com/jsreF/jsref_obj_date.asp,50,0,1294,3,7427,7,4,0.00309119,legitimate
https://www.gamespot.com/genre/adventure/pc/,44,0,158,2,8957,5,3,0.398734177,legitimate
https://www.w3schools.com/hTml/html_links.asp,45,0,352,3,7427,6,4,0.011363636,legitimate
https://www.skecherstanio.pl/,29,0,124,2,317,2,3,0.0806451609999999,phishing
https://www.computerhope.com/asoftwar.htm,41,0,887,3,8048,4,3,0.009019166,legitimate
http://trbetasusgiiris2.blogspot.com,36,1,14,2,7295,2,1,0.928571429,phishing
http://www.takesaspark.com/wp-active/minx/png/secure/filewords/,63,1,0,2,255,8,3,0.0,phishing
http://golosavk.vipshop.ru,26,1,12,2,7446,2,0,1.0,phishing
http://kodi.wiki/view/Basic_controls,36,0,183,1,2247,4,0,0.032786885,legitimate
http://starpolitics.politicallimit.com/,39,1,9,2,-1,2,1,0.444444444,phishing
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/468a8285fe41d75/?cmd=_update&dispatch=468a8285fe41d7559&locale=_US,124,1,51,3,3993,13,5,0.0,phishing
https://www.missfiga.com/,25,0,211,2,2041,2,4,0.0663507109999999,legitimate
https://blog.demandmetric.com/2008/08/06/target-market-selection-segmentation-and-positioning,93,0,48,2,5118,11,1,0.1875,legitimate
https://login.microsoftonline.com/aa687de1-52b4-4b91-9b35-794eba4fd892/oauth2/authorize?client_id=00000003-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code%20id_token&resource=00000003-0000-0ff1-ce00-000000000000&scope=openid&nonce=F8E39448E7F455909658C6541B1D4188B5AF5FF41A82B0C7-76F2FDDAB526860B987CC05525FB5D9EF62A21217264DAAAEC8765DBF0C7B204&redirect_uri=https:%2F%2Fossm-my.sharepoint.com%2F_forms%2Fdefault.aspx&wsucxt=1&cobrandid=11bd8083-87e0-41b5-bb78-0bc43c8a8e8a&client-request-id=be6a829e-c01e-6000-e679-24fcba0302ac,550,1,12,3,6591,64,146,0.666666667,legitimate
http://fiaya.webout.life/,25,1,8,2,104,2,0,0.0,phishing
http://www.nobleflash.com/,26,0,14,2,5029,2,3,1.0,legitimate
https://www.onlinepianist.com/sheet-music,41,0,63,2,3996,4,4,0.206349206,legitimate
http://www.makeuseof.com/tag/6-free-websites-public-domain-images-free-stock-photos/,84,0,95,2,5136,12,5,0.568421053,legitimate
http://kbagro.co.th/,20,0,0,2,2208,1,0,0.0,phishing
http://gurpreeth.blogspot.com/,30,0,21,2,7298,2,1,0.7142857140000001,legitimate
http://prekese.dadeschools.net/-docs/ForTeachers/TeacherHandbook/esy/ESY%20Self-Help%20List.pdf,95,1,0,3,7431,11,2,0.0,legitimate
http://lonestarsanitation.com/wp-includes/SimplePie/Cache/zamalik/dafa/myaccount/update_billing/,96,1,5,1,835,10,2,0.0,phishing
https://www.xhkzv.com/,22,0,162,2,1159,2,3,0.5555555560000001,legitimate
http://bioatomic.tumblr.com,27,0,104,2,5158,2,0,0.125,legitimate
http://mucins.weebly.com/13-protocols-and-standards.html,56,0,36,3,5230,7,1,0.222222222,legitimate
https://www.lallardelmusic.com/,31,0,39,2,5421,2,4,0.051282051,legitimate
https://feciusa-my.sharepoint.com/:b:/g/personal/bwhite_feci-usa_com/EXF4drujP9hFkaRikIbTyz8BenxKv2kqD_yHVRvLJoLBjQ?e=4%3auL4G4J&at=9,133,0,26,2,8019,17,0,0.884615385,phishing
http://www.larapedia.com/definition_and_meaning_of/portable_document_format_definition_and_meaning.html,103,1,12,3,3453,13,3,0.0,legitimate
https://ariya.io/2012/04/javascript-switch-case-deoptimization,62,0,43,1,-1,7,0,0.186046512,legitimate
http://eudocumnt18001sec389058yr20mn7.nn.r.appspot.com/,55,1,22,3,5616,4,3,0.772727273,phishing
http://marketinghelper.com.au/themes/sports/wp-content/net/d2ed45a52bc0edfa11c2064e9edee8bf/,92,1,11,2,-1,7,2,0.0,phishing
http://www.tutorialspoint.com/software_architecture_design/software_architecture_design_tutorial.pdf,100,0,0,3,5044,10,3,0.0,legitimate
http://palcalgary.ca/brochure/lam.html,38,1,5,2,6083,4,0,0.8,phishing
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin=&amp;hc=1&amp;hm=,78,1,25,3,-1,16,2,0.84,phishing
http://harcomputer.com/http/match/,34,1,37,1,1369,3,1,0.0,phishing
https://andrewcasares.com/huy/oneddrive,39,1,13,1,-1,3,1,0.153846154,phishing
https://www.brookings.edu/blog/techtank/2015/07/02/cuba-slowly-expands-internet-access/,87,0,50,2,8721,12,6,0.36,legitimate
http://cr43245.tmweb.ru/system/logs/Validation/mail.htm?cmd=LOB=RBGLog,70,1,11,3,5136,10,0,0.363636364,phishing
http://www.definitions.net/definition/STANDARD%20ERROR,54,1,208,2,6672,5,4,0.403846154,legitimate
http://het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/65161e73848c8bbbf7a4bc07e77a8454/sms.html,128,1,4,2,276,9,14,0.0,phishing
https://acda.org.br/56-00.6.40_24-0612-630_.hrendd46.000777-447.1.000_210-533-0245_.7hhr577743.98147644hg-6555.7.8000_5110-7/836gn77391v539-83628.63bnxds538_836stilous3e7_738shnx7-735.n537.php,192,1,20,3,-1,31,26,0.0,phishing
https://grid.ac/,16,0,49,1,1820,1,0,0.06122449,legitimate
http://pornseks.zyns.com/login.php,34,1,103,3,7062,4,0,0.067961165,phishing
http://steamproxy.net/app/324800,32,1,151,1,496,3,2,0.556291391,phishing
http://www.tulsarealgoodfood.org/,33,0,88,2,1549,2,5,0.147727273,legitimate
http://www.dictionary.com/browse/segmented,42,0,130,2,9202,4,3,0.192307692,legitimate
http://ping.eu/,15,0,47,1,-1,1,0,0.042553191,legitimate
http://inaceinox.pt/admin/calendar/security/Update/myaccount/signin/,68,1,12,1,-1,7,1,0.333333333,phishing
https://www.freshcouponsdaily.com/,34,0,130,2,1400,2,3,0.007692308,legitimate
http://www.get-piano-lessons.com/layout-piano-keys.html,55,0,29,3,4887,8,4,0.275862069,legitimate
https://www.sideways-media.com/,31,0,112,2,5065,3,3,0.0625,legitimate
https://www.facebook.com/DiscFamily/,36,0,53,2,8518,3,4,0.377358491,legitimate
http://www.techsupportalert.com/best-free-file-manager.htm,58,0,322,3,7226,7,5,0.155279503,legitimate
https://lavieshopping.pt/,25,0,22,1,-1,1,1,0.409090909,legitimate
http://www.dmega.co.kr/dmega/data/qna/sec/page.php?email=ZmFpdGhAc2VtYW50aWMuaW5mbw==,85,1,92,3,5186,10,3,0.0,phishing
https://vbf9iuherwiu.wl.r.appspot.com/linkedrecruiter.html,58,1,21,3,5616,6,1,0.80952381,phishing
http://www.railserve.com/Computers/swf/switchman_train_game.html,64,0,35,3,8604,8,3,0.0,legitimate
https://surb.madebyhaley.com/htn?tu=Z4NwlG1ocGKclX2mmHKTaIF_YKCDomZjbGKjY31y/amuehlem%40gmx.ch,94,1,42,3,134,9,1,0.095238095,phishing
http://www.shadetreetechnology.com/V4/validation/803dafdc4e8515898ed07f9c1b80901d,81,1,30,2,5767,5,4,0.033333333,phishing
http://my3.uk-verifyid.com,26,1,0,2,137,3,0,0.0,phishing
http://www.saghomedecor.com/wp-includes/js/us/regrodc/indexs.php,64,1,4,3,157,9,3,0.0,phishing
http://ixorboxclien.yolasite.com/,33,0,32,2,4489,2,0,0.09375,phishing
http://avitishospital.com/admin/uploads/Ledirect.php,52,1,107,2,1528,5,0,0.065420561,phishing
"https://login.live.com.office.flagstarbancorp.myshn.net/gls.srf?urlID=MSNPrivacyStatement&mkt=EN-US&vv=1600&uaid=0bba6edf82de4d0488fd3d7255e54bf6',Ay:'',C9",155,1,1,3,2975,18,7,0.0,phishing
http://www.traffic.com/,23,0,552,2,9438,2,4,0.222826087,legitimate
http://mshsapbiology.weebly.com/uploads/1/1/6/4/11645333/walruses_whales_and_hippos_oh_my.pdf,93,0,0,3,5232,15,6,0.0,legitimate
https://thesorrowandthepit64.wordpress.com/,43,0,115,2,7448,2,2,0.443478261,legitimate
http://www.aluminioyvidriosjimmy.com/Gullywirebankwire/doc/file.index.htm,73,1,6,3,2941,7,5,0.0,phishing
https://www.barcoderobot.com/,29,0,74,2,4880,2,3,0.054054054,legitimate
http://facebook.id128-sync.com/login.php,40,1,13,3,75,5,1,0.153846154,phishing
https://www.maximaequisport.ru/,31,0,78,2,2006,2,3,0.08974359,legitimate
http://bgdirectory.net/js,25,1,0,1,3753,2,0,0.0,phishing
https://philosophyblognssr.wordpress.com/,41,0,56,2,7449,2,2,0.8035714290000001,legitimate
https://www.toltyarnandwool.com/,32,0,56,2,2658,2,4,0.125,legitimate
http://bioenergiasilesia.pl/mail/sign-login-page/wp-index-mail-server.sent.approved/,84,1,23,3,3242,11,1,0.173913043,phishing
http://webehigh.org/nice-france/,32,0,30,1,2899,3,0,0.6333333329999999,legitimate
http://servicenoticealert.tbrada.pw/ServicesUpgrade/myaccount/index.html,72,1,23,3,976,6,1,0.304347826,phishing
http://www.theironinnparlour.co.uk/includes/PayPal/app/index,60,1,587,3,3245,6,5,0.030664395,phishing
http://www.newsnow.co.uk/h/Science/Archaeology,46,0,443,3,8488,5,3,0.022573363,legitimate
http://www.cablek.com/technical-reference/cat-5---5e--6--6a---7--standards,74,1,639,2,9035,11,3,0.00312989,legitimate
https://www.starobserver.org/,29,0,53,2,4930,2,3,0.79245283,legitimate
http://www.midyatmimaritas.com/wp-includes/images/media/document/3253/,70,1,38,2,778,8,3,0.578947368,phishing
https://redirectlyoseven.web.app/kl/wone.html?email=jtsoi@enevate.com,69,1,0,3,574,9,0,0.0,phishing
http://psychology.wikia.com/wiki/Cladistics,43,0,462,2,6069,4,0,0.194805195,legitimate
https://4ofd7s4rv-c1sok9q5a.vercel.app/,39,1,0,2,189,3,0,0.0,phishing
https://www.centre-presse.fr/,29,0,973,2,7365,3,4,0.043165468,legitimate
http://www.dd-wrt.com/wiki/index.php/WOL,40,1,98,3,5621,7,4,0.102040816,legitimate
http://jeticdesigns.asia/wp-includes/js/tinymce/plugins/hr/content/update/webmail.php,85,1,58,2,4505,11,0,0.0,phishing
http://webmail.securescs.com/,29,1,14,2,-1,2,0,0.571428571,phishing
https://303e7a2d-afff-43d6-9bc2-a1c9f810d0b1.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html,127,1,51,3,1669,12,7,0.411764706,phishing
http://www.sonnettech.com/product/computercards/,48,0,85,2,9021,4,5,0.023529412,legitimate
http://www.mxcircuit.fr,23,0,126,2,5071,2,3,0.111111111,legitimate
https://www.urdupoint.com/,26,0,31,2,7389,2,3,0.516129032,legitimate
https://www.netcologne.de/,26,0,125,2,-1,2,3,0.072,legitimate
http://yovcxm.com/chase/Chase/c744ccf70e111035c0759c086744aeb8,62,1,48,1,-1,4,6,0.0,phishing
https://www.secureupdate.appleld.com.duilawyeryork.com/ap/2580d5c4a79eb56?cmd=_update&dispatch=2580d5c4a79eb56ac&locale=_,121,1,4,3,4004,12,4,0.0,phishing
http://mail.royagainstms.nl/~u43730p39181/pki-validation,56,1,0,2,529,5,0,0.0,phishing
http://azreptile.com/ticket/inc/index.php,41,1,34,2,7552,5,0,0.794117647,phishing
https://www.apreltech.com/Free/Wake_on_lan_Packet_Sniffer,57,1,64,2,3850,8,5,0.046875,legitimate
http://encyclopedia.kids.net.au/page/im/Impact_event,52,0,26,3,-1,6,0,0.423076923,legitimate
http://aspopontoglio.it/blog/profile/,37,1,0,1,6377,3,0,0.0,phishing
http://hepsibahisgirisimiz4.blogspot.com,40,1,14,2,7295,2,0,0.928571429,phishing
http://www.snuiret.com/amazon/mazon/amazon,42,1,28,2,-1,5,3,0.0,phishing
http://www.how-to-pray-the-rosary-everyday.com/,47,0,29,2,4146,7,3,0.5862068970000001,legitimate
https://www.papermasters.com/freud-latency-stage.html,53,0,39,3,8096,6,3,0.025641026,legitimate
https://www.careersinmusic.com/celebrity-bodyguard/,51,0,51,2,7856,4,4,0.294117647,legitimate
http://echoesanddust.com/2014/05/lord-mantis-death-mask/,56,0,46,1,4489,7,1,0.434782609,legitimate
http://controllers360.000webhostapp.com/,40,1,232,2,1546,2,5,0.5215517239999999,phishing
https://www.nationalcatday.com/,31,0,26,2,4546,2,3,0.961538462,legitimate
https://04040-dot-bles05.wn.r.appspot.com/?t=1&amp;e=frank.dicristina@allnex.com,80,1,0,3,5612,13,2,0.0,phishing
http://pudhari.news,19,0,173,1,1301,1,0,0.069364162,legitimate
http://www.bionity.com/en/encyclopedia/Digene.html,50,1,261,3,7371,6,3,0.122605364,legitimate
https://zoomic.io/wp-includes/neworder/bizmail.php?email=&amp;_rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,145,1,8,2,-1,21,3,0.0,phishing
http://www.chqryurim.co.kr/asapro/photo/display/configfile/c/comcast.php,72,1,5,3,2695,9,3,0.6,phishing
http://www.apkhere.com/app/com.smartprojects.ramoptimization,60,0,77,3,2403,6,4,0.012987013,legitimate
https://www.programmasviluppo.com/wp-content/uploads/2019/10/safe-mode.htm,74,1,0,3,553,10,5,0.0,phishing
"https://en.wikibooks.org/wiki/Geometry/Points,_Lines,_Line_Segments_and_Rays",76,0,106,2,6212,10,1,0.141509434,legitimate
https://www.lowestoftauctionrooms.com/,38,0,8,2,6314,2,4,0.125,legitimate
https://trusting-lamport-4cdd7f.netlify.app/?realm=gQhOWhn2qyxmqTlMSJrz2COm1QFn0lKgc159jtbJ1J5rCrdvaF5dhTAjJfHJBrZNt5WMy8wzRC0u3e0eU5rcY2vIidrTErG8wCU5LqFD2G76U8kPeM1cOxU7Km0pNGxkjsq5T5IWLQ2GYnvc9xpY4k5PG5fuMNP6ffb9lT57J8NIvjVFQkDVEILlO0QANFH3VSchMiowrbeXv9Cmugh9Z2vN3loQ15TXY6eKoCgQOvNkFpGaFXjE0Os3aQTbWN8UTnFiZW9OsW87mOh2MBGMq9PA0JLWxURrixKhtT6VPf3c&color=bhakti.shah@beacontrust.com,385,1,23,3,804,11,7,0.0,phishing
http://valallos.labellemontagne.com/wp-content/daily_activity/2015-06-10_activite.html,86,1,26,3,6070,11,2,0.461538462,phishing
http://secureupdate.appleld.com.duilawyeryork.com/ap/9d5d507c6bb00cc?cmd=_update&dispatch=9d5d507c6bb00ccae&locale=_us,118,1,51,3,3992,12,7,0.0,phishing
http://www.joinngrubwa.itsaol.com/login.php,43,1,103,3,7050,5,4,0.067961165,phishing
https://vikatmillers.com/.well-known/acme-challenge/4194951919/,63,1,0,2,1784,6,3,0.0,phishing
http://www.indeed.com/cmp/Automation-Personnel-Services,55,0,115,2,8151,6,5,0.260869565,legitimate
http://cns-international2.com/ssss.htm,38,1,0,2,3608,4,6,0.0,phishing
https://congresolenguas.uicui.edu.mx/plugins/authentication/cookie/office2020/office,84,1,24,3,2974,7,3,0.708333333,phishing
http://124.156.218.50/ap/signin?key=a@b.c,41,1,21,3,-1,14,0,0.571428571,phishing
https://nabtrade.finance.janisoncloud.com/pages/nabtrade_homepage,65,1,1,3,2719,6,0,1.0,phishing
http://officialismsschwartze.net/,33,1,0,1,396,1,2,0.0,phishing
http://www.2345daohang.com/,27,0,219,2,3932,2,3,0.02283105,legitimate
https://zipansion.com/3lqqn,27,1,10,1,968,2,1,0.9,phishing
https://mauy.org/PH/docusign/DocuSign/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,129,1,11,2,-2,15,0,0.090909091,phishing
http://paypalsupportg.webcindario.com/PAYPAL.html,49,1,1,3,7083,4,1,1.0,phishing
https://sites.google.com/site/unblockccxx/,42,1,1,2,8348,4,3,1.0,phishing
http://dictionary.sensagent.com/OSI%20model/en-en/,50,1,890,2,7119,6,0,0.075280899,legitimate
http://www.wikihow.com/Use-a-Computer-Mouse,43,0,223,2,5886,6,3,0.058295964,legitimate
https://esadar.com/crypt/fmtp/index.php?email=david@tecnoconverting.com,71,1,2,3,2294,9,0,0.0,phishing
https://www.learnnext.com/user/signUpNew.htm,44,1,132,3,-1,5,4,0.098484848,legitimate
https://webdesignmarket.com.au/,31,0,46,2,-1,1,0,0.52173913,legitimate
https://www.cozyarray.com/,26,0,220,2,3291,2,4,0.063636364,legitimate
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/e0a8f8c89259c0d?cmd=_update&dispatch=e0a8f8c89259c0d9b&locale=_US,127,1,4,3,4004,13,2,0.0,phishing
https://www.techwalla.com/articles/how-to-insert-a-line-segment-symbol-in-microsoft-word,88,0,68,2,1925,13,4,0.147058824,legitimate
http://halestelevision.co.uk/components/com_contact/cz/4f2ce4697b27ae19dcb701e5c4a09029/,88,1,64,2,3206,6,0,0.921875,phishing
http://www.dictionarist.com/image+scanner,41,1,16,2,4822,3,4,0.1875,legitimate
http://vieuxshack.com/download/adobe/0bbab0b2b60e16b83f96d7640907934e/login.php?cmd=login_submit&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;id=fa8b97a8d014ec5764083d5f3483fbebfa8b97a8d014ec5764083d5f3483fbeb&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;ses,248,1,5,2,7816,12,1,0.0,phishing
https://www.facebook.com/savers,31,0,127,2,8520,3,4,0.645669291,legitimate
http://www.fibersystems.com/pdf/naval/M28876_Catalog_8.5x11-rev6.pdf,68,1,0,3,8674,10,5,0.0,legitimate
https://thecdm.ca/news/faculty-news/2013/10/15/what-is-digital-media,68,1,170,1,3075,11,0,0.147058824,legitimate
http://www.maprotec.de/plugins/login/LoginCPSession.html,56,1,110,3,-1,6,4,0.0,phishing
https://mywebarticle.com/$%25/,30,1,0,1,116,3,0,0.0,phishing
https://www.phorsa.com/,23,0,191,2,3496,2,3,0.8481675390000001,legitimate
http://www.physiologyweb.com/lecture_notes/membrane_transport/secondary_active_transport.html,93,0,7,3,3596,10,3,0.142857143,legitimate
https://wh494528.ispot.cc/updateaddress.php,43,0,154,3,2101,4,2,0.051948052,phishing
http://rextraening.dk/wp-content/plugins/salem/enter/DHLa,57,1,0,1,2130,7,0,0.0,phishing
https://www.newcommunities.ie/,30,0,61,2,4913,2,4,0.278688525,legitimate
http://www.elegant-travel.de/,29,0,78,2,-1,3,3,0.051282051,legitimate
http://goldcompass.ru/web/search/Latency%20Stage%20Psychology,61,1,0,1,-2,6,1,0.0,legitimate
https://www.impotspublicservice.com/8f6c2005856507a5981b73c5594988a6/,69,1,88,2,152,3,6,0.102272727,phishing
http://eng.ohmyfiesta.com/2014/03/mickey-mouse-head-templates.html,66,0,204,3,2654,9,0,0.534313725,legitimate
http://test96316.test-account.com/adobee/adobefile/Investor/,60,1,27,2,6638,6,2,0.0,phishing
http://www.publishroom.com/,27,0,86,2,4174,2,4,0.395348837,legitimate
http://en.rfwiki.org/wiki/Voltaire_(musician),45,1,3,2,257,5,0,0.333333333,legitimate
http://www.refinery29.com/2016/03/104264/mickey-mouse-clubhouse-90s,67,1,71,2,5720,9,3,0.225352113,legitimate
https://forum.sexabout.ru/styles/images/home/login.php,54,1,74,3,768,7,0,0.121621622,phishing
https://ift2y.csb.app/,22,0,16,2,806,2,0,0.5,phishing
http://www.limbonganmaju.com/management/administrative/document.php,67,1,2,3,3317,6,3,0.5,phishing
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/78816aad8eccc21,76,1,51,3,3993,7,7,0.0,phishing
https://www.codeproject.com/articles/614028/WebControls/,56,1,413,2,7559,5,3,0.196125908,legitimate
http://dearcustmireservice.berdary.com/file/files/customer_center/customer-IDPP00C292/myaccount/signin/,103,1,4,2,1570,10,3,0.0,phishing
https://www.rocky-road.com/index2.html,38,0,95,3,7681,5,3,0.105263158,legitimate
http://icloud.com-cc.live/,26,1,17,2,220,3,1,0.588235294,phishing
https://www.maxfurn.com/nl/,27,0,10,2,5958,3,3,0.0,legitimate
http://logln-office365-0nline.wm.r.appspot.com/linkedrecruiter.html,67,1,22,3,5616,8,2,0.818181818,phishing
http://www.tech-faq.com/active-directory.html,45,0,39,3,5910,6,3,0.435897436,legitimate
http://www.panynj.gov/path/,27,0,5,2,-1,3,3,0.2,legitimate
http://www.uniserwis.biz/js/ca/googledoc/wr/cd/,47,1,15,2,2573,7,4,0.2,phishing
https://www.marketingprofs.com/charts/2012/8560/email-open-and-click-rates-benchmarks-trends,92,0,123,2,7535,12,3,0.097560976,legitimate
http://www.4gon.co.uk/pdf_datasheet.php?products_id=6400,56,0,0,3,4503,8,5,0.0,legitimate
http://mailru.vipshop.ru,24,1,12,2,7446,2,0,1.0,phishing
http://www.spanishdict.com/translate/so%C3%B1ar,47,0,147,2,7721,6,3,0.272108844,legitimate
http://cafecitoperez.ivanidzakovic.com/admin/aociufd/goodl.vci/e6edcebab88867a2f99a346ebaaf8179/view/login.php?cmd=login_submit&amp;id=f7d4a85c3588b5be032bea66d54f3a59f7d4a85c3588b5be032bea66d54f3a59&amp;session=f7d4a85c3588b5be032bea66d54f3a59f7d4a85c3588b5be032bea66d54f3a59,276,1,2,3,1653,17,15,1.0,phishing
http://178.33.67.12/,20,0,55,3,-1,8,2,1.0,phishing
http://vtennis.vn/uploads/3/2/2/en/mpp/Login/complete.php,57,1,1,2,-1,10,2,0.0,phishing
http://msmamath.weebly.com,26,0,146,2,5232,2,1,0.020547945,legitimate
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/23668618ba0c08f/?cmd=_update&dispatch=23668618ba0c08f0c&locale=_US,128,1,4,3,4003,13,4,0.0,phishing
https://www.learningandthebrain.com/,36,0,28,2,-1,2,3,0.464285714,legitimate
http://meuinformebb.tk/,23,1,0,1,-1,1,1,0.0,phishing
http://usedcopiersaustin.com/service/login/1/,45,1,4,1,3318,4,0,0.0,phishing
http://filmeleporno.xxx,23,0,145,1,1997,1,0,0.165517241,legitimate
https://www.zotero.org/portandstarboard,39,1,34,2,5075,3,3,0.0,legitimate
http://www.nokia.com/hu_hu/phones/nokia-3310,44,1,158,2,10605,7,4,0.132911392,legitimate
http://rbelectricidad.cl/ihrfall253090670157595&amp;cgi3-viewkontakt-253090670157595-007acctpagetype-253090670157595=02938-problema&amp;mail@swe-handel.de.html,159,1,31,3,-1,14,3,0.516129032,phishing
http://www.icterranuova.it/,27,0,165,2,6209,2,4,0.072727273,legitimate
http://promohinotruck.com/wp-content/plugins/indexx/en-tk/xcp.php?ema,69,1,9,2,220,10,1,0.5555555560000001,phishing
http://centromusicalpaternense.es/wp-includes/css,49,1,85,1,-1,4,1,0.0,phishing
https://www.msi.com/comparison/vga,34,1,124,2,10524,4,3,0.096774194,legitimate
https://www.kidscoloringpdf.com/wp-content/xxx/2020dhl_topscript/dhl_topscript/source/index.php,95,1,4,3,1797,12,6,0.0,phishing
https://www.hackerearth.com/practice/machine-learning/advanced-techniques/text-mining-feature-engineering-r/tutorial/,117,0,65,2,2884,13,4,0.1692307689999999,legitimate
http://tugaskusmansa.blogspot.com/,34,0,24,2,7296,2,0,0.916666667,legitimate
https://snip.ly/www.netflix.com-signIn-account/?userid=UidAq0Y3,63,1,21,3,2344,8,4,0.0,phishing
http://anjoe.com/js/www.loginalibaba.com/alibaba/,49,1,2,3,7528,6,3,0.0,phishing
https://www.seatmaestro.com/airlines-seating-maps/latam-airlines/check-in/,74,0,49,2,5511,9,3,0.081632653,legitimate
http://www.macworld.co.uk/feature/iphone/best-iphone-7-headphone-adapters-3646344/,82,1,126,3,8759,10,4,0.246031746,legitimate
https://hnhkzevk.firebaseapp.com/,33,1,22,2,2840,2,1,0.681818182,phishing
https://www.santarms.com/w_hld/a1/it0/qrt_9n/1_*/0_/sr/cmd-login=012962f7ce4c0854415e6bd264535560/?reff=NWQxNWVhM2U5M2JhZjcwOWRmOTczY2FiMjI1ZjZiZWY=,148,1,4,2,883,17,6,1.0,phishing
https://investangier.com/res/login.php,38,1,85,2,5529,4,0,0.870588235,phishing
https://cartaoitau.sslblindado.com/2.0/promocao/descontao/card/home.php,71,1,8,3,4632,9,1,0.0,phishing
http://tunein.com/radio/NBC-Nightly-News-p107340/,49,1,75,1,8852,6,0,0.586666667,legitimate
http://encryptdrive.booogle.net/?state={ids:[1zsW2sDoRx1jgl1y1_XDtGIxXpkoMS27F],79,0,22,2,5056,6,4,0.227272727,phishing
http://wiki.secondlife.com/wiki/Second_Life_Railroad/SLRR_Switch,64,0,146,2,6661,8,1,0.054794521,legitimate
https://twitter.com/optionsxpress,33,1,25,1,7491,2,2,0.48,legitimate
